509346,NM1
3160793,NM2
2756144,NM3
1046977,NM4
2786752,NM5
1215777,HD1
2021785,HD2
494798,HR1
324889,HR2
772067,DT1
2192382,DT2
2711305,DT3
41946,FM1
907302,FM2
1177137,TB1
2867730,TB2
2893781,TB3
